千钧一发,8.8,250662,一部能引人思考的科幻励志片。,安德鲁·尼科尔,伊桑·霍克,剧情,美国,1997
彗星来的那一夜,8.5,490998,小成本大魅力。,詹姆斯·沃德·布柯特,艾米丽·芭尔多尼,科幻,美国,2013
战争之王,8.7,323409,做一颗让别人需要你的棋子。,安德鲁·尼科尔,尼古拉斯·凯奇,剧情,法国,2005
崖上的波妞,8.6,421425,暂无介绍,宫崎骏,奈良柚莉爱,动画,日本,2008
燃情岁月,8.8,259536,传奇，不是每个人都可以拥有。,爱德华·兹威克,布拉德·皮特,剧情,美国,1994
谍影重重2,8.7,317117,谁说王家卫镜头很晃？,保罗·格林格拉斯,马特·达蒙,动作,美国,2004
爱乐之城,8.4,766716,暂无介绍,达米恩·查泽雷,瑞恩·高斯林,剧情,美国,2016
海洋,9.1,147035,大海啊，不全是水。,雅克·贝汉,2009,纪录片,法国,2009
阿飞正传,8.5,449770,王家卫是一种风格，张国荣是一个代表。,王家卫,张国荣,犯罪,中国香港,1990
谍影重重,8.6,380754,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,道格·里曼,马特·达蒙,动作,美国,2002
穿越时空的少女,8.6,347016,爱上未来的你。 ,细田守,仲里依纱,剧情,日本,2006
再次出发之纽约遇见你,8.6,383909,爱我就给我看你的播放列表。,约翰·卡尼,凯拉·奈特莉,喜剧,美国,2013
香水,8.5,497719,一个单凭体香达到高潮的男人。,汤姆·提克威,本·卫肖,剧情,德国,2006
地球上的星星,8.9,185455,天使保护事件始末。,阿米尔·汗,达席尔·萨法瑞,剧情,印度,2007
我爱你,9.1,148598,你要相信，这世上真的有爱存在，不管在什么年纪 ,秋昌民,宋在河,剧情,韩国,2011
朗读者,8.6,419384,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,史蒂芬·戴德利,凯特·温丝莱特,剧情,美国,2008
完美陌生人,8.5,481521,来啊，互相伤害啊！,保罗·格诺维瑟,马可·贾利尼,剧情,意大利,2016
火星救援,8.5,633354,暂无介绍,雷德利·斯科特,马特·达蒙,剧情,英国,2015
末路狂花,8.8,203098,没有了退路，只好飞向自由。,雷德利·斯科特,吉娜·戴维斯,犯罪,美国,1991
千年女优,8.8,217767,爱情是一场没有尽头的虚幻追逐。,今敏,庄司美代子,动画,日本,2001
聚焦,8.8,249521,新闻人的理性求真。,托马斯·麦卡锡,马克·鲁弗洛,剧情,美国,2015
驴得水,8.3,832835,过去的如果就让它过去了，未来只会越来越糟！,周申,任素汐,剧情,中国大陆,2016
小萝莉的猴神大叔,8.4,445138,宝莱坞的萝莉与大叔。,卡比尔·汗,萨尔曼·汗,剧情,印度,2015
浪潮,8.7,245781,世界离独裁只有五天。,丹尼斯·甘塞尔,尤尔根·沃格尔,剧情,德国,2008
